STRD_YYMM,STRD_DATE,WK_CD,TIMC_CD,MER_SIDO_CD,MER_CCG_CD,MER_ADNG_CD,BUZ_LCLS_NM,BUZ_MCLS_NM,BUZ_SCLS_NM,CST_SIDO_CD,CST_CCG_CD,CST_ADNG_CD,SEX_CD,AGE_CD,HOSH_TYP_CD,INCM_NR_CD,AMT,CNT
202303,20230306,1,2,41,11,03356887,의료업,기타,기타,31,23,56722345,2,40,2,4,343600,4
202307,20230710,1,2,31,10,00872249,교육업,기타,기타,43,22,87226013,1,40,3,4,303400,2
202309,20230920,1,2,11,24,94130245,교육업,기타,기타,26,24,12575563,2,20,4,5,381000,4
202311,20231124,1,2,31,16,12981053,교육업,기타,기타,27,20,12575563,1,20,3,5,432200,2
202305,20230504,1,2,11,06,99410742,소매업,기타,기타,11,14,60291818,1,50,4,3,60000,4
202304,20230404,1,3,36,13,29958839,요식업,중식,기타,46,25,18728464,2,20,4,1,33600,4
202303,20230327,1,2,47,18,45667652,서비스업,기타,기타,30,18,21429111,1,20,3,5,229400,2
202304,20230405,1,3,50,07,94130245,교육업,기타,기타,27,14,99410742,2,50,5,4,512200,2
202303,20230313,1,3,44,23,37338125,교육업,기타,기타,41,23,03999316,2,50,2,3,392000,2
202311,20231110,1,2,26,19,21429111,의료업,기타,기타,46,21,90825068,1,30,1,4,263400,2
202307,20230723,2,2,41,08,04265800,교육업,기타,기타,43,01,37295261,1,60,5,5,415400,2
202305,20230521,2,2,45,25,79254564,소매업,기타,기타,26,22,31227217,2,40,1,4,102200,2
202305,20230516,1,1,31,16,60291818,서비스업,기타,기타,44,12,45176956,1,50,2,1,214400,2
202310,20231021,2,4,44,24,20868106,소매업,기타,기타,30,09,13756670,1,20,2,2,2000,2
202301,20230124,1,3,41,08,96102526,소매업,기타,기타,27,24,37295261,1,50,5,1,57200,2
202301,20230113,1,4,45,06,36913811,소매업,기타,기타,45,15,37295261,1,20,3,1,66000,6
202308,20230812,2,3,30,11,12575563,의료업,기타,기타,43,01,99529224,2,50,1,3,312000,2
202305,20230507,2,2,47,02,32868829,교육업,기타,기타,46,05,12981053,2,40,1,4,418400,2
202308,20230822,1,3,44,16,29958839,서비스업,기타,기타,41,04,80801587,2,40,4,3,238000,2
202304,20230421,1,2,48,06,03999316,교육업,기타,기타,30,09,45176956,2,40,3,1,425600,2
202312,20231225,1,2,11,01,03561598,교육업,기타,기타,28,14,37295261,2,30,5,3,269800,2
202310,20231018,1,1,48,01,36913811,서비스업,기타,기타,28,17,29345093,2,20,1,2,286800,4
202303,20230316,1,2,36,25,31227217,소매업,기타,기타,28,25,46164956,2,20,1,3,150800,4
202309,20230914,1,2,26,09,13756670,요식업,한식,해장국,44,04,79089902,2,30,1,1,34800,2
202307,20230708,2,3,42,10,37338125,서비스업,기타,기타,41,04,20868106,1,60,4,5,219800,2
202305,20230510,1,3,31,01,73197858,의료업,기타,기타,28,10,20868106,1,20,3,4,252200,6
202302,20230225,2,3,47,06,50992980,의료업,기타,기타,45,09,13718432,2,40,5,1,311000,2
202306,20230626,1,2,50,12,28898924,서비스업,기타,기타,46,20,32868829,2,20,3,9,263000,2
202310,20231009,1,3,47,21,03561598,소매업,기타,기타,43,14,93702684,1,20,5,1,185200,4
202310,20231006,1,4,29,19,37295261,의료업,기타,기타,47,13,98847494,1,40,1,2,360000,2
202307,20230702,2,1,47,11,14942604,의료업,기타,기타,48,20,12981053,2,60,1,4,323400,4
202302,20230213,1,3,44,10,03356887,소매업,기타,기타,45,25,29345093,2,50,2,2,86400,4
202308,20230827,2,3,47,06,03356887,요식업,양식,기타,28,16,29345093,1,30,3,9,63600,2
202303,20230307,1,3,29,08,20868106,요식업,일식,기타,41,01,98847494,1,20,3,4,87000,2
202312,20231225,1,2,28,22,14942604,교육업,기타,기타,48,24,31227217,1,40,1,2,395400,2
202306,20230628,1,3,36,07,14942604,교육업,기타,기타,36,03,18728464,2,60,2,5,311200,2
202311,20231106,1,3,27,05,99410742,서비스업,기타,기타,46,23,31227217,1,50,4,2,102800,4
202311,20231110,1,1,28,03,31227217,소매업,기타,기타,46,18,90825068,2,40,1,3,120400,6
202309,20230929,1,1,29,04,94130245,교육업,기타,기타,43,06,67827639,2,50,2,3,424600,2
202311,20231130,1,3,26,13,85822413,서비스업,기타,기타,29,14,37338125,2,60,3,1,161200,4
202305,20230514,2,2,31,06,03561598,서비스업,기타,기타,28,22,20868106,1,20,1,1,261400,2
202311,20231104,2,4,48,14,94130245,소매업,기타,기타,50,20,12981053,2,40,3,2,83000,6
202303,20230301,1,3,41,24,00872249,의료업,기타,기타,44,18,36913811,1,30,4,3,289200,2
202304,20230402,2,1,26,21,04265800,의료업,기타,기타,43,18,26687538,1,20,2,4,298600,4
202303,20230314,1,2,27,08,11668733,소매업,기타,기타,27,13,73140808,1,30,1,4,85800,2
202304,20230408,2,3,30,02,29587040,교육업,기타,기타,29,02,18728464,2,40,3,4,423400,2
202303,20230304,2,2,28,10,13718432,소매업,기타,기타,41,20,67827639,1,40,3,2,146000,2
202312,20231224,2,1,47,22,56629389,교육업,기타,기타,42,11,56629389,1,40,1,3,285600,2
202302,20230206,1,1,44,13,56306998,서비스업,기타,기타,50,10,99410742,2,40,3,5,229200,2
202311,20231118,2,1,46,24,79254564,소매업,기타,기타,47,02,18728464,1,30,5,4,106800,2
202301,20230106,1,1,42,17,00872249,교육업,기타,기타,44,24,56306998,2,50,3,3,415200,6
202309,20230930,2,1,42,03,12448137,서비스업,기타,기타,43,21,87226013,2,20,2,2,252200,6
202307,20230715,2,2,44,04,04265800,요식업,한식,해장국,47,12,12448137,2,50,1,2,60800,2
202309,20230910,2,1,50,24,28898924,소매업,기타,기타,46,06,45176956,2,50,3,4,119200,2
202307,20230718,1,2,27,20,03999316,서비스업,기타,기타,28,05,73197858,1,40,2,3,242800,2
202312,20231205,1,1,48,07,79254564,서비스업,기타,기타,28,14,96102526,1,20,5,4,169600,2
202302,20230228,1,3,11,03,45176956,요식업,중식,기타,26,14,37295261,2,60,9,4,65800,6
202305,20230506,2,2,46,09,79089902,서비스업,기타,기타,26,06,29958839,1,50,4,4,184800,2
202309,20230912,1,2,43,11,90825068,교육업,기타,기타,31,24,12448137,2,40,2,9,386600,2
202307,20230709,2,1,43,23,04265800,의료업,기타,기타,44,19,46164956,1,50,3,5,274200,2
202301,20230108,2,3,28,03,03561598,서비스업,기타,기타,31,24,12575563,1,50,2,3,228200,2
202308,20230825,1,3,29,10,75329038,교육업,기타,기타,47,24,45176956,2,40,3,5,408000,6
202312,20231209,2,2,41,15,28898924,교육업,기타,기타,47,09,20868106,2,20,2,2,439400,6
202306,20230607,1,1,29,21,03356887,교육업,기타,기타,44,05,13756670,2,40,1,4,398200,4
202302,20230225,2,2,47,06,12448137,교육업,기타,기타,41,09,87226013,2,40,1,4,239400,4
202304,20230407,1,3,50,17,67827639,소매업,기타,기타,48,04,13718432,2,20,1,9,101200,2
202312,20231206,1,3,47,21,12575563,요식업,카페,기타,47,17,73197858,1,40,3,3,61200,2
202303,20230311,2,2,50,06,37295261,서비스업,기타,기타,26,01,03999316,2,40,1,2,214400,6
202305,20230504,1,2,28,18,12981053,의료업,기타,기타,47,17,37295261,2,30,3,3,252400,4
202308,20230809,1,3,50,18,73140808,의료업,기타,기타,26,15,37295261,1,40,3,4,204200,2
202309,20230930,2,1,28,03,12981053,소매업,기타,기타,36,22,73197858,1,30,1,1,124800,2
202311,20231103,1,2,44,14,04265800,요식업,중식,기타,29,10,21429111,1,20,5,3,54400,2
202311,20231123,1,2,41,15,80801587,교육업,기타,기타,36,15,12575563,1,50,3,5,417000,2
202311,20231111,2,3,29,01,79254564,교육업,기타,기타,27,08,13756670,1,60,1,4,371800,2
202305,20230531,1,3,26,09,60291818,소매업,기타,기타,44,18,73197858,1,50,5,4,99600,2
202304,20230427,1,3,47,19,75329038,소매업,기타,기타,45,05,94130245,2,50,1,2,82000,4
202310,20231016,1,3,31,05,12448137,교육업,기타,기타,28,11,94130245,1,40,1,1,303000,2
202312,20231205,1,4,30,08,28898924,서비스업,기타,기타,29,08,29587040,2,40,1,4,228400,2
202301,20230118,1,4,11,08,31227217,의료업,기타,기타,11,23,14942604,2,60,3,3,251600,4
202310,20231010,1,3,29,08,37338125,의료업,기타,기타,45,18,04265800,2,40,1,1,313000,2
202303,20230316,1,2,28,18,45176956,요식업,카페,기타,48,18,56722345,1,30,1,4,68200,2
202302,20230217,1,2,42,10,21429111,요식업,카페,기타,47,22,56722345,1,40,1,3,48200,2
202309,20230904,1,1,27,02,50992980,소매업,기타,기타,11,12,85822413,1,30,5,3,51800,2
202306,20230617,2,4,50,09,29587040,의료업,기타,기타,31,22,26687538,1,30,4,2,494000,2
202309,20230914,1,3,11,05,11668733,의료업,기타,기타,27,08,67827639,2,30,4,9,257600,2
202305,20230512,1,2,44,01,87226013,소매업,기타,기타,27,25,73197858,2,20,3,5,124800,2
202302,20230218,2,3,27,13,96102526,의료업,기타,기타,11,17,75329038,1,50,4,3,455000,2
202302,20230203,1,1,26,11,79089902,소매업,기타,기타,11,25,20868106,2,20,3,4,131400,2
202308,20230817,1,3,41,22,85822413,서비스업,기타,기타,50,02,32868829,2,50,1,1,181800,2
202302,20230215,1,1,36,12,00872249,요식업,양식,기타,36,25,13756670,1,50,2,5,58600,2
202307,20230720,1,3,36,12,14942604,교육업,기타,기타,29,20,13718432,1,20,1,1,316600,2
202309,20230913,1,1,28,10,99410742,소매업,기타,기타,11,15,37295261,2,40,1,4,135200,2
202309,20230911,1,3,47,07,93702684,요식업,중식,기타,36,13,14942604,2,20,1,4,71200,2
202310,20231004,1,3,29,14,31227217,교육업,기타,기타,36,21,90825068,2,50,1,1,348400,2
202301,20230130,1,2,31,24,60291818,요식업,카페,기타,44,11,94130245,2,30,9,3,39000,2
202302,20230210,1,4,28,21,67827639,서비스업,기타,기타,27,11,48181397,2,30,4,5,120600,2
202302,20230210,1,3,29,10,56722345,의료업,기타,기타,11,12,12448137,2,60,2,5,378800,2
202306,20230627,1,3,31,11,12448137,의료업,기타,기타,43,22,50992980,2,40,3,2,309600,4
202307,20230729,2,3,36,21,45176956,의료업,기타,기타,26,09,73197858,2,60,1,2,317000,6
202301,20230119,1,1,50,08,03561598,요식업,한식,고기집,50,01,90825068,1,20,3,1,43400,4
202306,20230625,2,4,48,07,75329038,요식업,일식,기타,42,07,12575563,2,40,9,5,30600,2
202302,20230227,1,2,11,05,18728464,소매업,기타,기타,46,08,18728464,1,50,2,9,138400,2
202307,20230718,1,1,44,18,18728464,서비스업,기타,기타,11,22,36913811,1,20,2,1,202400,2
202303,20230317,1,3,30,01,14942604,의료업,기타,기타,41,02,36913811,2,40,3,5,372400,4
202308,20230811,1,2,27,17,32868829,소매업,기타,기타,36,23,94130245,1,20,9,4,84400,4
202309,20230912,1,4,43,23,00872249,의료업,기타,기타,45,02,29958839,1,40,3,3,281000,2
202310,20231009,1,3,36,04,98847494,의료업,기타,기타,42,25,20868106,1,30,5,4,357000,4
202301,20230111,1,2,11,02,87226013,요식업,한식,한정식,30,23,99410742,1,40,1,4,74600,4
202303,20230311,2,4,46,07,13718432,서비스업,기타,기타,43,04,04265800,2,20,2,2,247800,2
202306,20230623,1,2,27,06,87226013,의료업,기타,기타,44,11,99410742,2,20,5,3,276200,4
202307,20230702,2,2,41,21,12448137,서비스업,기타,기타,46,04,98847494,2,30,1,4,236800,4
202312,20231212,1,3,47,15,87226013,교육업,기타,기타,29,21,94130245,1,60,1,4,510800,2
202301,20230123,1,1,30,21,98847494,소매업,기타,기타,11,18,56306998,1,30,3,4,95800,2
202305,20230503,1,2,44,02,37338125,서비스업,기타,기타,26,04,94130245,1,40,1,5,169000,2
202305,20230507,2,3,27,01,21429111,요식업,일식,기타,27,16,90825068,2,30,3,2,86800,4
202302,20230204,2,3,30,17,48181397,요식업,중식,기타,30,24,03999316,2,20,9,2,46800,4
202308,20230825,1,1,45,02,99529224,소매업,기타,기타,36,19,18728464,1,30,1,5,125000,2
202303,20230322,1,1,43,15,50992980,소매업,기타,기타,50,03,99410742,2,50,4,4,97600,2
202303,20230310,1,4,26,22,60291818,서비스업,기타,기타,50,15,13756670,1,20,5,4,89400,2
202307,20230701,2,3,30,01,26687538,교육업,기타,기타,27,09,56722345,2,30,2,2,512800,6
202307,20230713,1,1,36,16,03356887,요식업,일식,기타,26,03,31227217,2,50,1,3,4800,4
202301,20230113,1,1,41,10,56722345,서비스업,기타,기타,29,21,14942604,1,50,5,3,80800,2
202308,20230826,2,4,36,14,03561598,의료업,기타,기타,30,10,73197858,2,60,9,1,342000,4
202307,20230728,1,2,46,12,60291818,교육업,기타,기타,30,20,29345093,1,50,3,4,452600,2
202307,20230722,2,2,42,22,04265800,서비스업,기타,기타,48,20,75329038,2,30,4,1,161600,2
202311,20231117,1,1,26,12,56306998,의료업,기타,기타,45,14,56306998,1,50,1,5,311800,6
202308,20230808,1,4,45,22,32868829,서비스업,기타,기타,41,07,45176956,1,40,1,5,48000,2
202302,20230227,1,2,50,10,79254564,소매업,기타,기타,43,17,75329038,1,20,1,4,128200,2
202307,20230723,2,2,27,22,80801587,서비스업,기타,기타,31,07,03356887,2,50,1,3,214800,6
202309,20230908,1,3,31,01,73197858,서비스업,기타,기타,47,01,79089902,1,60,1,4,197200,2
202305,20230513,2,2,30,18,85822413,요식업,일식,기타,29,01,56306998,2,30,2,2,60400,2
202304,20230408,2,3,26,15,12575563,교육업,기타,기타,43,23,28898924,2,20,1,3,449200,2
202305,20230501,1,3,44,08,56629389,소매업,기타,기타,47,05,75329038,1,20,2,3,98800,2
202304,20230404,1,2,41,15,80801587,교육업,기타,기타,27,16,03999316,1,50,4,4,212400,2
202311,20231127,1,2,36,17,67827639,소매업,기타,기타,30,12,21429111,1,40,3,3,187800,2
202310,20231023,1,1,45,06,31227217,서비스업,기타,기타,43,18,12981053,2,50,1,2,272000,4
202311,20231116,1,2,48,22,14942604,요식업,일식,기타,43,14,80801587,2,40,1,2,34200,2
202305,20230510,1,3,50,23,45176956,소매업,기타,기타,42,02,60291818,1,20,5,4,86000,4
202311,20231110,1,1,45,06,37338125,교육업,기타,기타,26,07,03999316,1,60,1,9,376200,2
202302,20230216,1,3,44,18,29345093,교육업,기타,기타,44,22,14942604,2,20,5,3,507800,6
202312,20231222,1,2,41,17,12448137,교육업,기타,기타,26,19,87226013,1,30,3,9,184000,2
202301,20230110,1,3,31,07,46164956,소매업,기타,기타,31,18,29345093,1,40,9,5,80000,2
202304,20230407,1,3,46,18,26687538,소매업,기타,기타,31,17,04265800,2,50,5,3,29400,2
202305,20230523,1,1,48,21,79254564,교육업,기타,기타,42,02,79254564,1,40,4,3,371400,2
202309,20230919,1,3,46,10,85822413,의료업,기타,기타,11,01,28898924,2,30,3,3,262000,4
202305,20230524,1,4,43,13,29587040,의료업,기타,기타,45,12,11668733,2,30,2,3,306200,2
202306,20230612,1,1,29,22,13756670,교육업,기타,기타,27,10,11668733,2,40,4,4,339400,6
202312,20231225,1,4,44,13,99410742,교육업,기타,기타,47,22,98847494,2,50,1,2,324800,2
202311,20231105,2,3,30,09,87226013,서비스업,기타,기타,11,02,45176956,2,20,1,3,237000,2
202303,20230317,1,3,26,17,90825068,서비스업,기타,기타,42,16,32868829,2,50,1,5,227200,2
202306,20230603,2,3,45,05,26687538,소매업,기타,기타,48,20,18728464,2,30,2,1,122000,4
202307,20230723,2,2,43,14,50992980,서비스업,기타,기타,43,06,96102526,2,20,3,4,189200,4
202305,20230510,1,2,43,14,37338125,의료업,기타,기타,31,16,96102526,2,30,1,1,254200,2
202309,20230922,1,2,26,21,98847494,요식업,일식,기타,29,17,21429111,1,60,4,4,57600,2
202302,20230217,1,3,43,02,11668733,서비스업,기타,기타,48,16,12575563,1,30,3,4,230000,4
202306,20230605,1,3,36,08,29345093,교육업,기타,기타,26,13,73197858,2,40,1,3,182200,2
202311,20231129,1,4,41,10,03999316,소매업,기타,기타,43,20,04265800,2,50,9,3,115600,4
202304,20230416,2,2,46,01,67827639,교육업,기타,기타,26,08,11668733,1,30,1,1,430800,4
202309,20230910,2,4,11,16,48181397,요식업,양식,기타,28,25,79254564,1,60,3,4,61200,4
202305,20230503,1,3,26,17,36913811,소매업,기타,기타,46,07,90825068,2,40,3,1,94000,4
202308,20230823,1,3,43,20,87226013,의료업,기타,기타,50,09,12448137,2,60,3,4,94600,2
202306,20230601,1,2,45,06,20868106,교육업,기타,기타,31,13,60291818,1,30,1,2,356000,2
202302,20230203,1,2,45,01,56306998,교육업,기타,기타,29,11,12981053,2,30,2,1,578800,4
202305,20230529,1,1,30,18,14942604,소매업,기타,기타,30,13,29587040,1,40,3,4,100400,2
202309,20230924,2,2,48,14,03999316,교육업,기타,기타,50,04,12448137,2,20,1,2,369200,2
202305,20230521,2,4,41,25,94130245,소매업,기타,기타,30,12,20868106,1,20,3,2,100600,2
202309,20230920,1,3,43,23,29345093,소매업,기타,기타,41,06,29958839,2,50,3,2,114000,2
202308,20230801,1,2,43,07,56306998,서비스업,기타,기타,41,07,12448137,1,30,3,4,239400,4
202306,20230620,1,3,45,18,75329038,의료업,기타,기타,26,21,20868106,1,30,1,3,281600,2
202304,20230415,2,1,44,05,79089902,서비스업,기타,기타,45,03,99410742,1,30,1,3,225400,2
202301,20230127,1,2,28,05,56306998,의료업,기타,기타,50,25,99410742,2,20,1,3,434000,2
202306,20230617,2,1,31,12,46164956,의료업,기타,기타,50,07,37338125,1,30,2,3,380400,2
202301,20230117,1,2,42,02,04265800,교육업,기타,기타,46,01,80801587,2,20,2,3,634000,2
202310,20231001,2,2,46,24,13718432,의료업,기타,기타,36,15,75329038,2,50,2,4,247400,2
202303,20230315,1,3,11,07,18728464,소매업,기타,기타,48,23,56629389,2,40,1,4,167000,2
202306,20230606,1,2,45,18,96102526,요식업,양식,기타,36,05,50992980,1,40,1,1,44000,4
202303,20230321,1,3,30,14,12981053,서비스업,기타,기타,41,04,29587040,2,60,4,9,221200,4
202310,20231001,2,1,28,12,45667652,요식업,중식,기타,50,15,73140808,2,40,1,5,74600,2
202305,20230518,1,3,46,16,37295261,요식업,일식,기타,30,04,56722345,2,60,5,3,49600,2
202305,20230512,1,2,46,23,93702684,서비스업,기타,기타,29,05,99410742,1,50,2,4,205200,2
202304,20230411,1,3,44,01,99529224,의료업,기타,기타,11,04,37295261,2,30,1,4,372800,4
202305,20230515,1,4,41,05,29958839,교육업,기타,기타,41,16,48181397,2,40,1,1,328800,2
202307,20230716,2,2,44,02,28898924,의료업,기타,기타,41,09,56629389,1,60,3,4,433400,6
202304,20230421,1,3,27,13,73197858,교육업,기타,기타,44,20,29958839,2,40,3,2,261400,6
202311,20231104,2,1,28,16,28898924,의료업,기타,기타,26,18,90825068,1,30,9,2,455000,4
202303,20230318,2,3,36,03,28898924,소매업,기타,기타,28,13,03561598,2,20,2,9,140000,4
202311,20231128,1,3,27,11,79254564,의료업,기타,기타,26,19,98847494,2,40,2,2,292800,2
202302,20230218,2,2,46,08,00872249,요식업,카페,기타,45,16,56722345,2,40,3,3,51800,2
202302,20230220,1,3,36,24,46164956,소매업,기타,기타,29,23,90825068,1,30,1,4,79600,2
202301,20230114,2,4,26,23,79254564,소매업,기타,기타,41,18,50992980,1,20,1,2,94400,4
202309,20230920,1,2,42,18,03999316,의료업,기타,기타,30,03,85822413,1,60,1,3,296000,4
202303,20230327,1,3,44,01,94130245,요식업,카페,기타,48,10,04265800,1,40,2,4,85000,2
202309,20230928,1,1,47,18,56629389,서비스업,기타,기타,43,19,96102526,2,40,4,4,318000,2
202309,20230904,1,1,41,20,14942604,소매업,기타,기타,11,22,50992980,2,20,1,2,107800,4
202307,20230712,1,1,42,07,46164956,요식업,중식,기타,47,06,56722345,1,50,1,2,43000,4
202301,20230119,1,3,41,07,60291818,교육업,기타,기타,46,01,90825068,2,20,1,2,345400,2
202310,20231023,1,3,29,20,03356887,요식업,중식,기타,45,11,90825068,2,30,3,4,56200,2
202310,20231002,1,1,44,12,79254564,소매업,기타,기타,50,23,85822413,2,60,4,4,58600,2
202308,20230802,1,1,11,19,29345093,소매업,기타,기타,48,02,11668733,1,20,3,1,52800,2
202311,20231108,1,1,11,22,45667652,서비스업,기타,기타,46,16,85822413,2,40,3,4,325800,4
202310,20231002,1,2,47,25,28898924,소매업,기타,기타,45,17,99410742,1,20,1,3,112000,2
202306,20230616,1,2,26,01,96102526,교육업,기타,기타,28,24,56722345,1,60,3,4,316600,2
202303,20230323,1,3,50,19,12575563,교육업,기타,기타,48,07,46164956,2,20,1,3,481600,4
202302,20230205,2,2,47,02,26687538,의료업,기타,기타,47,11,12575563,2,50,2,5,205600,6
202303,20230305,2,2,26,10,99529224,의료업,기타,기타,27,02,79089902,2,60,2,4,212200,4
202312,20231220,1,3,29,24,99529224,소매업,기타,기타,47,07,73140808,2,20,1,9,67800,2
202301,20230106,1,1,27,10,29345093,서비스업,기타,기타,41,12,79089902,2,30,1,2,299200,2
202302,20230208,1,3,27,11,31227217,의료업,기타,기타,48,02,45176956,1,30,4,1,279600,6
202311,20231103,1,2,42,19,50992980,의료업,기타,기타,45,16,46164956,2,20,4,3,104600,6
202304,20230425,1,1,46,21,85822413,의료업,기타,기타,36,14,50992980,1,30,3,5,396800,4
202311,20231110,1,2,36,09,14942604,요식업,양식,기타,47,20,45176956,1,30,5,3,53800,2
202302,20230210,1,3,42,14,28898924,소매업,기타,기타,47,14,73140808,2,50,3,2,26000,4
202304,20230408,2,3,26,16,60291818,소매업,기타,기타,46,17,80801587,2,50,1,4,87200,2
202309,20230923,2,1,30,08,99410742,의료업,기타,기타,28,25,03999316,2,60,2,4,341600,2
202308,20230808,1,2,26,15,29345093,교육업,기타,기타,45,13,56629389,1,30,4,3,440400,4
202301,20230114,2,4,50,09,56629389,교육업,기타,기타,29,05,36913811,1,60,1,3,579800,2
202312,20231212,1,3,46,20,45176956,요식업,일식,기타,46,20,56629389,1,30,1,4,42800,2
202310,20231029,2,3,31,06,29587040,서비스업,기타,기타,36,02,28898924,2,50,2,4,202800,2
202307,20230705,1,3,47,17,87226013,소매업,기타,기타,27,11,29587040,1,50,2,2,72000,4
202312,20231229,1,3,27,09,32868829,교육업,기타,기타,30,10,04265800,2,20,3,3,245600,4
202301,20230131,1,3,46,24,93702684,소매업,기타,기타,45,22,21429111,1,30,5,2,135400,2
202304,20230425,1,2,45,04,12981053,교육업,기타,기타,30,06,04265800,2,30,3,3,446200,2
202301,20230116,1,4,50,11,20868106,의료업,기타,기타,44,20,79254564,1,20,5,3,322600,2
202311,20231102,1,1,27,06,73140808,교육업,기타,기타,41,13,12575563,1,60,4,2,442600,2
202311,20231121,1,4,41,15,45667652,소매업,기타,기타,46,08,90825068,2,40,4,2,72400,4
202303,20230310,1,2,48,23,79089902,소매업,기타,기타,31,09,50992980,1,40,4,4,59600,2
202302,20230226,2,4,28,22,03561598,교육업,기타,기타,47,22,03999316,2,50,1,3,403600,4
202303,20230318,2,2,29,20,04265800,소매업,기타,기타,26,04,98847494,2,50,4,9,146400,6
202309,20230925,1,3,50,05,29587040,의료업,기타,기타,45,14,45176956,1,40,5,9,428600,2
202304,20230427,1,3,45,21,99529224,의료업,기타,기타,42,22,98847494,2,20,1,2,363600,2
202312,20231201,1,1,50,15,28898924,서비스업,기타,기타,27,22,32868829,1,30,3,4,201600,4
202307,20230719,1,2,48,14,12981053,서비스업,기타,기타,31,11,37338125,2,20,2,2,216000,6
202306,20230616,1,2,44,15,87226013,서비스업,기타,기타,44,04,36913811,1,30,3,3,200600,6
202309,20230927,1,2,30,20,12575563,소매업,기타,기타,48,12,96102526,1,30,2,3,58800,2
202309,20230929,1,1,50,01,56722345,교육업,기타,기타,43,02,56722345,1,30,1,3,402400,4
202301,20230121,2,4,27,03,03999316,의료업,기타,기타,28,23,73140808,2,40,1,4,193200,2
202312,20231226,1,1,42,23,99529224,요식업,카페,기타,46,07,03999316,1,40,3,3,57400,2
202307,20230731,1,2,44,06,03561598,요식업,한식,국밥,36,10,73140808,2,20,5,3,92600,2
202307,20230715,2,1,29,12,00872249,소매업,기타,기타,41,22,79254564,1,20,2,1,132800,2
202312,20231230,2,1,43,13,94130245,의료업,기타,기타,46,02,56306998,1,20,1,3,226000,2
202311,20231127,1,3,47,16,32868829,서비스업,기타,기타,41,25,14942604,2,30,2,4,195600,2
202312,20231214,1,3,27,09,73197858,요식업,중식,기타,36,02,03356887,2,50,1,3,43200,2
202301,20230127,1,4,47,04,28898924,교육업,기타,기타,28,11,75329038,2,30,2,3,393600,2
202301,20230107,2,3,47,17,12575563,소매업,기타,기타,46,25,31227217,2,60,1,4,141600,4
202305,20230528,2,3,48,06,46164956,교육업,기타,기타,30,06,46164956,1,30,4,2,465200,2
202305,20230505,1,4,43,23,45667652,서비스업,기타,기타,48,10,04265800,1,40,3,4,349000,4
202311,20231103,1,4,41,07,12981053,서비스업,기타,기타,27,21,29587040,1,30,1,2,271400,2
202312,20231231,2,2,30,10,00872249,소매업,기타,기타,43,08,11668733,2,50,3,2,108000,2
202304,20230430,2,4,27,06,56722345,요식업,중식,기타,47,09,31227217,2,60,2,2,73400,2
202312,20231213,1,3,30,08,13756670,소매업,기타,기타,41,03,45176956,1,40,1,3,91800,2
202309,20230925,1,3,27,09,18728464,서비스업,기타,기타,11,11,00872249,2,60,3,1,132200,2
202305,20230503,1,2,30,05,20868106,의료업,기타,기타,42,11,99529224,1,20,2,4,404400,2
202310,20231017,1,2,41,15,98847494,요식업,일식,기타,47,06,93702684,2,50,1,1,80000,4
202305,20230512,1,1,42,14,79089902,교육업,기타,기타,43,15,60291818,2,20,1,2,375800,4
202311,20231108,1,3,30,01,31227217,요식업,중식,기타,31,09,26687538,1,30,1,2,65400,2
202309,20230922,1,2,46,12,29958839,의료업,기타,기타,28,17,79254564,2,30,4,2,399200,2
202301,20230125,1,3,29,01,12981053,의료업,기타,기타,36,12,36913811,2,20,4,1,367600,2
202305,20230515,1,2,36,03,73197858,교육업,기타,기타,36,02,48181397,1,40,3,4,253600,4
202304,20230403,1,1,31,10,04265800,서비스업,기타,기타,50,21,80801587,2,20,1,2,214600,2
202303,20230302,1,1,27,21,00872249,의료업,기타,기타,28,16,98847494,1,30,2,3,286400,2
202310,20231015,2,3,11,08,94130245,교육업,기타,기타,50,08,13756670,1,20,9,4,511200,2
202302,20230203,1,1,46,25,32868829,소매업,기타,기타,47,20,73140808,2,20,9,2,141200,2
202312,20231227,1,2,45,20,56629389,서비스업,기타,기타,28,14,56306998,1,50,1,3,279000,4
202301,20230106,1,2,47,15,45667652,교육업,기타,기타,45,14,56722345,2,60,2,2,288200,2
202304,20230404,1,2,42,08,21429111,소매업,기타,기타,28,06,48181397,1,40,4,4,68600,2
202308,20230810,1,2,44,01,29587040,의료업,기타,기타,30,22,26687538,2,30,4,2,389000,2
202308,20230809,1,1,50,10,79254564,서비스업,기타,기타,27,25,56722345,1,50,4,3,164400,2
202312,20231209,2,3,30,07,99529224,의료업,기타,기타,50,11,80801587,1,40,5,9,178200,2
202312,20231222,1,1,26,21,56722345,요식업,양식,기타,27,03,73197858,1,20,5,3,70600,2
202301,20230101,2,1,47,24,00872249,의료업,기타,기타,30,16,73140808,1,20,4,5,256200,2
202310,20231007,2,4,41,04,13756670,요식업,중식,기타,29,18,13718432,1,50,2,3,95600,2
202307,20230713,1,3,43,04,93702684,요식업,한식,해장국,28,09,60291818,1,30,4,3,65800,2
202307,20230705,1,2,41,01,37338125,의료업,기타,기타,41,09,80801587,2,40,1,2,312800,2
202311,20231116,1,3,46,15,45667652,교육업,기타,기타,30,19,37338125,1,30,3,9,363000,2
202306,20230621,1,2,46,09,79089902,서비스업,기타,기타,50,18,85822413,2,40,1,4,295400,2
